URL_ID,URL,Positive Score,Negative Score,Polarity Score,Subjectivity Score,Avg Sentence Length,Percentage of Complex Words,Fog Index,Avg Number of Words Per Sentence,Complex Word Count,Word Count,Syllable Per Word,Personal Pronouns,Avg Word Length
blackassign0083.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,13,-2,1.364,0.033,27.75,0.23423423423423423,11.193693693693694,27.75,78,333,1.8918918918918919,4,5.594594594594595
blackassign0084.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,46,-5,1.244,0.04,21.333333333333332,0.173828125,8.602864583333334,21.333333333333332,178,1024,1.6640625,4,5.173828125
blackassign0085.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,55,-32,3.783,0.012,14.8,0.20324324324324325,6.001297297297298,14.8,376,1850,1.6967567567567567,8,5.118918918918919
blackassign0086.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,63,-16,1.681,0.027,17.96875,0.19942028985507246,7.26726811594203,17.96875,344,1725,1.7194202898550726,7,5.108405797101449
blackassign0087.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,46,-34,6.667,0.01,23.098039215686274,0.19100169779286927,9.315616365391659,23.098039215686274,225,1178,1.7105263157894737,5,5.199490662139219
blackassign0088.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,26,-42,-4.25,-0.009,26.246153846153845,0.23622508792497068,10.592951573631527,26.246153846153845,403,1706,1.8300117233294255,3,5.4196951934349356
blackassign0089.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,24,-42,-3.667,-0.017,20.784313725490197,0.20566037735849058,8.395989641139476,20.784313725490197,218,1060,1.7839622641509434,5,5.313207547169811
blackassign0090.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,48,-49,-97.0,-0.001,17.467532467532468,0.18661710037174722,7.061659827161687,17.467532467532468,251,1345,1.6996282527881041,39,5.081040892193308
blackassign0091.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,35,-29,10.667,0.005,27.928571428571427,0.22250639386189258,11.260431128973329,27.928571428571427,261,1173,1.8124467178175618,14,5.301790281329923
blackassign0092.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,32,-41,-8.111,-0.007,21.70689655172414,0.21127879269261318,8.767270137766701,21.70689655172414,266,1259,1.8085782366957903,6,5.409849086576648
blackassign0093.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,13,-4,1.889,0.024,24.6,0.22764227642276422,9.931056910569106,24.6,84,369,1.8509485094850948,4,5.490514905149052
blackassign0094.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,39,-48,-9.667,-0.007,18.279411764705884,0.18905872888173772,7.387388197435048,18.279411764705884,235,1243,1.7031375703942075,15,5.132743362831858
blackassign0095.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,19,-21,-20.0,-0.003,18.8,0.20212765957446807,7.600851063829788,18.8,152,752,1.8257978723404256,6,5.5186170212765955
blackassign0096.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,37,-55,-5.111,-0.015,22.296296296296298,0.23920265780730898,9.014199581641442,22.296296296296298,288,1204,1.8463455149501662,6,5.512458471760797
blackassign0097.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,40,-36,19.0,0.003,27.697674418604652,0.18303946263643997,11.152285552496437,27.697674418604652,218,1191,1.6750629722921915,9,4.9890848026868175
blackassign0098.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,11,-1,1.2,0.03,37.333333333333336,0.29464285714285715,15.051190476190477,37.333333333333336,99,336,2.0267857142857144,2,5.997023809523809
blackassign0099.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,31,-4,1.296,0.039,20.848484848484848,0.17732558139534885,8.410324171952078,20.848484848484848,122,688,1.7383720930232558,6,5.200581395348837
blackassign0100.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,43,-56,-7.615,-0.012,29.771428571428572,0.21785028790786948,11.995711543734577,29.771428571428572,227,1042,1.7975047984644914,5,5.384836852207294
